199;3.154;1
200;1.653;1
201;0.801;1
202;0.544;1
203;0.680;1
204;1.502;1
205;2.201;1
206;4.844;1
207;4.409;1
208;3.684;1
209;2.411;1
210;2.289;1
211;1.650;1
212;1.637;1
213;1.247;1
214;0.720;1
215;2.647;1
216;2.050;1
217;4.439;1
218;6.574;1
219;8.491;1
220;7.320;1
221;4.586;1
222;2.450;1
223;1.877;1
224;0.976;1
225;0.959;1
226;0.476;1
227;0.547;1
228;1.633;1
229;4.351;1
230;4.596;1
231;8.245;1
232;4.187;1
233;3.252;1
234;3.549;1
235;4.264;1
236;1.521;1
237;0.831;1
238;1.921;1
239;1.781;1
240;1.185;1
241;3.408;1
242;3.079;1
243;8.681;1
244;7.941;1
245;2.503;1
246;2.358;1
247;1.525;1
248;0.727;1
249;1.240;1
250;1.001;1
251;1.263;1
252;1.128;1
253;1.555;1
254;3.354;1
255;4.309;1
256;3.532;1
257;3.112;1
258;1.538;1
259;1.640;1
260;1.053;1
261;1.858;1
262;7.556;1
263;3.330;1
264;2.186;1
265;2.556;1
266;3.979;1
267;3.937;1
268;10.167;1
269;4.432;1
270;1.935;1
271;1.770;1
272;1.587;1
273;1.970;1
274;1.474;1
275;1.027;1
276;2.707;1
277;3.329;1
278;4.130;1
279;3.831;1
280;2.098;1
281;7.927;1
282;5.355;1
283;3.324;1
284;1.724;1
285;1.388;1
286;1.903;1
287;2.554;1
288;1.778;1
289;1.494;1
290;1.315;1
291;2.924;1
292;2.057;1
293;2.335;1
294;2.606;1
295;1.825;1
296;1.123;1
297;0.979;1
298;1.691;1
299;1.543;1
300;1.833;1
301;1.978;1
302;2.263;1
303;1.928;1
304;3.152;1
305;3.883;1
306;4.583;1
307;4.586;1
308;3.570;1
309;1.500;1
310;3.621;1
311;8.529;1
312;9.637;1
313;3.340;1
314;7.059;1
315;5.515;1
316;3.460;1
317;2.556;1
318;1.723;1
319;1.538;1
320;0.915;1
321;0.512;1
322;0.523;1
323;0.705;1
324;0.766;1
325;1.346;1
326;2.078;1
327;3.138;1
328;4.911;1
329;3.964;1
330;3.001;1
331;1.071;1
332;0.533;1
333;0.647;1
334;0.638;1
335;0.877;1
336;1.858;1
337;3.535;1
338;6.205;1
339;2.583;1
340;5.984;1
341;1.925;1
342;1.664;1
343;1.441;1
344;1.020;1
345;0.928;1
346;1.193;1
347;3.304;1
348;2.137;1
349;3.700;1
350;2.818;1
351;6.238;1
352;4.169;1
353;8.987;1
354;3.295;1
355;1.789;1
356;0.962;1
357;0.563;1
358;1.239;1
359;1.502;1
360;2.853;1
361;2.225;1
362;4.126;1
363;10.041;1
364;4.780;1
365;2.834;1
366;1.782;1
367;1.511;1
368;1.259;1
369;1.800;1
370;2.137;1
371;2.648;1
372;6.348;1
373;3.790;1
374;1.774;1
375;2.738;1
376;6.332;1
377;4.265;1
378;1.656;1
379;1.195;1
380;0.929;1
381;0.541;1
382;0.617;1
383;1.142;1
384;1.895;1
385;1.981;1
386;3.821;1
387;2.402;1
388;2.495;1
389;1.311;1
390;2.699;1
391;4.086;1
392;1.077;1
393;1.082;1
394;0.976;1
395;1.191;1
396;1.944;1
397;2.265;1
398;4.644;1
399;4.750;1
400;6.125;1
401;3.773;1
402;1.653;1
403;1.116;1
404;0.831;1
405;0.610;1
406;0.446;1
407;0.781;1
408;0.570;1
409;1.923;1
410;2.408;1
411;3.851;1
412;4.238;1
413;3.676;1
414;2.132;1
415;1.091;1
416;0.630;1
417;0.600;1
418;0.506;1
419;1.963;1
420;0.848;1
421;2.423;1
422;7.274;1
423;8.376;1
424;5.176;1
425;2.252;1
426;1.997;1
427;3.055;1
428;1.538;1
429;0.639;1
430;0.708;1
431;0.797;1
432;0.547;1
433;1.091;1
434;1.795;1
435;4.416;1
436;5.619;1
437;3.880;1
438;2.069;1
439;1.359;1
440;0.693;1
441;0.615;1
442;0.585;1
443;1.142;1
444;1.272;1
445;1.025;1
446;1.574;1
447;4.070;1
448;4.648;1
449;1.955;1
450;1.779;1
451;1.286;1
452;0.546;1
453;0.638;1
454;0.293;1
455;1.038;1
456;1.471;1
457;0.758;1
458;0.665;1
459;1.354;1
460;2.174;1
461;1.521;1
462;2.880;1
463;3.959;1
464;1.137;1
465;1.005;1
466;3.135;1
467;2.418;1
468;1.428;1
469;1.562;1
470;1.887;1
471;1.440;1
472;2.881;1
473;1.672;1
474;1.234;1
475;0.604;1
476;0.393;1
477;0.316;1
478;0.368;1
479;0.290;1
480;0.340;1
